restaurant_name,name,rating,review
Merr Kayu Manis Restaurant,magdalena caroline,4.0,"Some good but some taste just so so... But when you come here...it is quite complete cause there are many tenants at merr kayu manis. Waiting time it was really really to long... sometimes make me upset. others here to deliver our order. My experience, we had already make an order but , until my sister didn't wanna eat anymore 😄😄 that was when her food order came🙈😬🤣🤣🤣 Today, almost happened again. Today's my husband turn 🤣🤣🤣😂😂😂😋 Just reminder, when your order doesn'; come out yet, better run quick to asking your food order. Hopefully, their service will be more better in the future...🙏🙏"
Merr Kayu Manis Restaurant,Daniel Wiyata,5.0,"You can try the Batagor, Soto Banjar (it's nice with a little wry and fresh taste), Kacang Kuah. But unfortunetaly there is no more Mie Tidar. This place is not a fancy place or having a chic spot for taking a photo, but the food is good enough to remember. If you seek for a good food around here (MERR) and don't really care about taking an instagrammable photo, I simply recommend this place. Overall, I have a good experience eating here."
Merr Kayu Manis Restaurant,Jeanny Gemawati,4.0,"It's a food court where sell local food. They provide gado-gado; an Indonesian style salad using peanut sauce, rujak cingur; it's kind of salad and ox nose as the additional topping with peanut n petis sauce (petis is black paste made from shrimp waste). Another food which also using petis is tahu tek; It's fried egg mixed with tofu.They also provide fried rice/ noodle. Moreover, soto; beef or chicken local soup, sop buntut; oxtail local soup. For dessert, they have bubur madura, rice porridge with brown sugar sauce, and many more."
Merr Kayu Manis Restaurant,Aisha “Asha” Jenar,3.0,"Depending on what you ordered, the foods were okay. The highlight probably 'Mie Kluntung' which everybody loved and is a favorite to my dad.The ambience is okay. The toilet though is very tiny and only one available."
Merr Kayu Manis Restaurant,Bella Ghaisani,5.0,All of signature Surabaya cuisine is available here! The food is quite good and various. The service is quick and satisfying. good job!
Merr Kayu Manis Restaurant,sari tama,4.0,"I love the empek empek and es campur. This resto has a lot of menu. From soto, pecel, sop buntut, to sate. And many more. Good taste too. Nice place to have dinner with family and friends."
Merr Kayu Manis Restaurant,dida maulida,4.0,It is one of food-market (pujasera) in town which located in East Surabaya. The food tastes vary from Java cuisine to other Island in Indonesia. as I can give score it is 85/100.
Merr Kayu Manis Restaurant,Khukuh A. Yuda,4.0,"One stop culinary of Surabaya's famous food joints. Tahu Telor Pak Jayen, Es Teler Tidar, and many more. Its family friendly too."
Merr Kayu Manis Restaurant,Timothy S,4.0,Many choices of food and beverage. It's more like foodcourt than a restaurant. The prices are affordable. Easily seen from the street with a lot of parking space.
Merr Kayu Manis Restaurant,Anthony Saputra,4.0,This food court have many varieties food with good prices only doesn't have enough parking spot
Merr Kayu Manis Restaurant,Charles F.,4.0,"This restaurant is a food-court style, one place consist of several tenants which accumulates the dishes and drinks more than 50 kinds. One or two tenants opens only at night (after 17.30)"
Merr Kayu Manis Restaurant,achmad shalahuddin al-ayubi,5.0,One of the best place for eat the best variant foods in surabaya
Merr Kayu Manis Restaurant,Christopher Hansel,5.0,"Fast service, theres a lot of food you can find at hereClean and tidy tables, reccomend for medium group 5 - 8 personsThe capacity of parking lot also large enough to take around 15 cars"
Merr Kayu Manis Restaurant,Budi Sardjono,3.0,"Foods are okay, but when enter the door suddenly you will smell something bad to your nose. Not a nice place to dine in."
Merr Kayu Manis Restaurant,Wibowo Tjokro,4.0,Nice variety of cuisine
Merr Kayu Manis Restaurant,hendra gunawan,4.0,Nice restaurant with a lot choice of menu.
Merr Kayu Manis Restaurant,Christabel Cheryl,4.0,"Pretty cheap, many foods you can find...."
Merr Kayu Manis Restaurant,Debbie Jap,4.0,Surabaya is my home town. When I visit to Surabaya. I will be here because they have a lot of traditional surabaya food. Most of them are good.
Merr Kayu Manis Restaurant,Krishna Kashmir,1.0,Place good..food bad...tahu telor bitter.pempek soggy.soto banjar not good.soto daging meat hard to chew. Es campur served in a plate taste not good...
Merr Kayu Manis Restaurant,putut angga,5.0,This is a good place if you want to taste all the food in surabaya without going to many places.So much variety and delicacy in just one place
Merr Kayu Manis Restaurant,Nyoman Yudi,3.0,"A bit pricy but if you crave for surabayan food at one place, then it worth a try"
Merr Kayu Manis Restaurant,Daniel Denny,5.0,"Nice food, reasonable price, crew need more concern to the delay, last time we are waiting for too long for the food served."
Merr Kayu Manis Restaurant,Gunawan Santoso,4.0,"This place is not big, but they sell several known or famous local food such as Gado gado Arjuna, tahu tek pak Jayen, mie tidar, mie kluntung pak Mitro, es tidar, etc."
Merr Kayu Manis Restaurant,Ridcian Tamri,4.0,Pro : Afforable priceMany indonesian food selections (pujasera)Cool atmosphere (AC quite cold)Cons : Standard for cleanliness and decor
Merr Kayu Manis Restaurant,Puti Sinansari,5.0,Legendary dish you can find here. The staff is really helpful and the food also taste good. Almost same with the original one
Merr Kayu Manis Restaurant,Sugiharto Setyabudi,3.0,"I personally don't like the cuisine too much, it's ok, but a little bit to sweet for me. Everything is sweet"
Merr Kayu Manis Restaurant,Sherly Lorenza,4.0,Since pandemic the restaurant turned off AC but they only provide indoor
Merr Kayu Manis Restaurant,Benny Afrian,4.0,Good food for good price
Wardhani Resto,Ifana Azi,4.0,This place is easy to find because on the main road with a big letterbox. They offering diverse menu from chinese to western with a many menu to choose and with a reasonable price. Unfortunately the parking lot is not big enough for cars and when I came for lunch the place is pretty hot and too dim for me. But overall it is a good place.
Wardhani Resto,Bernadus Kristanto,5.0,Nice place to relax and dinner with family
Wardhani Resto,Andreas H,4.0,"Good place, standard coffee, so many food and snack options for customer.The place is quite easy to find."
Wardhani Resto,Anggoro,4.0,the interior looks so old school but it's nice place for chit chat with coffee cold brew
Wardhani Resto,Thifa Desni,4.0,"Held a community gathering here the other night and it was a great success. For those of you planning to held an acoustic night, this place is highly recommended. The dim lights give off a romantic vibes. Tried their hot chocolate and it was nice. However, I do think that it's a little bit too pricey for college students."
Wardhani Resto,whisky tanggo,4.0,Nice place to get some meeting. Large room
Wardhani Resto,Maulana Kusumadewi,3.0,"The location is easy to reach. In the main street. Unfortunately the parking area is small. Only for about 6 cars. So you have to park in the side of the street if the parking area is full. They have spacious area for small exhibition. The food is too pricey compare to its taste. It is a close area but people are allowed to smoke, there are smokes when we breathe."
Wardhani Resto,Nita Indriani,4.0,"Good menu, fair price.... But the tea variant taste like water and syrup only. The live music is awful, not sure whether it's the band or the acoustic. But to be fair, the food is REALLY good and the Coffe is well made. Applause for their kitchen crew."
Wardhani Resto,Katherine Cinerari,5.0,Food is consistently great! Good quality and reasonable prices. I usually order through go food and the food is delivered hot and quickly. They alwags accommodate and modify the meals to make them vegetarian for me. Very good !!
Wardhani Resto,Rizaldy Hendratta,2.0,"If they name it ""resto"", why they wrapping take home dish with sterofoam? They should have better than this. Taste food good, but the price little bit expensive"
Wardhani Resto,Ruzza Fakhruzzaman,2.0,"Too hot inside eventhough there's air conditioning. The atmosphere is too dark, not suitable for noon hangout"
Wardhani Resto,poetry _,3.0,We order some pancake but it came like half a hour later. But the taste and the price it's good enough
Wardhani Resto,S. Ekaperdana,4.0,"Nice place, smooking area indoor dan besar plus ber ac"
Wardhani Resto,aris sarjito,3.0,Here's providing delicious very hot frying rice as main menu. Recommended for trying.
Wardhani Resto,Eveline Bayu,3.0,"Small parking area. The waitress serve hot chocolate careless, make dirty cup."
Wardhani Resto,JOVIE CANDRA PURNAMA,4.0,Nice place for meeting or event
Wardhani Resto,Adam Yowanda,3.0,Too much smoke (even if you are inside non-smoking area) and too noisy
Wardhani Resto,Eva Bachtiar,4.0,"Nice spot to hang out and watch mini concert, but the food is not that good"
Wardhani Resto,Adith,5.0,"Great coffee options, pretty cozy place and friendly staffs.. 8.5/10"
Wardhani Resto,bowie ndut,5.0,"Nice coffee ,for manual espresso"
Wardhani Resto,Karin Tanojo,3.0,The place is quite nice to have a small gathering
Wardhani Resto,A Ferry Goenawan Atmadjaja,5.0,"Good food, good taste"
Wardhani Resto,samuel widjaja,4.0,Afordable price and nice place to relax
Wardhani Resto,Tiffanny Rachmania,3.0,good place for eating with a large group
Wardhani Resto,syafrudin se (BRODIESS),5.0,nice
Wardhani Resto,Johan Wahyudi,5.0,Nice place good coffee
Wardhani Resto,Minghadi Suryajaya,4.0,Ok food
Wardhani Resto,dee dee,5.0,Good place for hang out
Wardhani Resto,Rochmat Wudaljitno,4.0,Cozy place...competitive price...
Wardhani Resto,ilham harya,5.0,"nice place, nice drink"
Wardhani Resto,putri septysha,5.0,Affordable.. friendly staff
Wardhani Resto,Landry Ariffiyanto,4.0,"Friendly staff, fast respond"
Wardhani Resto,Nuclear Assault Indonesia,5.0,I love
Wardhani Resto,Asriel Rusdyawan,5.0,love it
Wardhani Resto,Abdullah Djawwad,5.0,Nice service
Wardhani Resto,Fachri Fajar Rahadiyathama,2.0,"Expensive, not a bigdeal"
Wardhani Resto,Natalie Shieh,4.0,Nice coffee shop
Wardhani Resto,Ach Sigit Cahyadi,5.0,Sipp
Wardhani Resto,ira handi,3.0,Enjoy the quity the place
Wardhani Resto,3516-mohammad farikhin,5.0,amazing
Wardhani Resto,Ekky,3.0,cozy
Wardhani Resto,Arga Van Houten,3.0,Nice
Wardhani Resto,Diah Tricesaria,5.0,Cheap and cozy
Wardhani Resto,Alief Rakhman,4.0,👌👌👌
Wardhani Resto,Meta Fardina,5.0,Comfort and warm
Wardhani Resto,bintang janaputra,4.0,Nice
Wardhani Resto,Tui Sagala,5.0,love the coffee
Wardhani Resto,K Nugroho,4.0,Nice place...
Wardhani Resto,ricky defteransyah,5.0,Amazing places
Wardhani Resto,mikael ifianto,5.0,suggested
Rumah Makan Miraza,Fahmi Adimara,5.0,Chinese traditional food taste. I like to buy here to enjoy chinese food with my friends. Good for hangout at afternoon.
Rumah Makan Miraza,Abdullah ABI Hasan,4.0,Tasty food with affordable price...but I recommend taking away.. because the place is a bit small
Rumah Makan Miraza,Indra Purnomo,4.0,"Nice place to eat, not so expensive, yet delicious"
Rumah Makan Miraza,don pedro,3.0,Too salty for cah kangkung vegetables but i love hongkong rice fried and kwetiau fried
Rumah Makan Miraza,Black Wraith,5.0,good food but standart place only
Rumah Makan Miraza,Novi Kurniadi,5.0,Old style chinese-indonesian cuisine
Rumah Makan Miraza,karya sukses Mandiri,5.0,Good food with reasonable price
Rumah Makan Miraza,Ron 92,4.0,"Not the best place,but the food is so good"
Rumah Makan Miraza,Syamsi Dhuha,5.0,Ok!!...
Rumah Makan Miraza,Cherly Sugesthy,4.0,Good place for emergency dinner
Rumah Makan Miraza,Adi ningrat,1.0,Ok
Rumah Makan Miraza,Harianto Adi,5.0,Resto Chinese food halal
Rumah Makan Miraza,Olshop,5.0,Good place good Food
Rumah Makan Miraza,Nana,3.0,Chinese food halal
Rumah Makan Miraza,Sonny S,5.0,The best Chinese food
Rumah Makan Miraza,ony lesmana,5.0,Delicious
Rumah Makan Miraza,Ribka Monique,5.0,Affordable
Rumah Makan Miraza,Antok Triwiyanto,4.0,Great taste
Rumah Makan Miraza,Rondi,1.0,Standard
Rumah Makan Miraza,yohanes wibisono,5.0,Delicious food
Rumah Makan Miraza,Adi Santosa Budiman,4.0,"Nice, expensive."
Rumah Makan Miraza,Kristina Radika Hipa Kurnia,5.0,Delicious foods 🤤
Rumah Makan Miraza,Herman Pratikto,4.0,Chinese foods
Rumah Makan Miraza,Aulia G S,5.0,"(Translated by Google) The food is all delicious, yes, I know it's my favorite because I like tofu 😂 the drinks are standard but there is one that is different, the stress-relieving juice (it contains celery and other vegetables, I forget) delicious fresh and healthy haha... Parking the car is a bit difficult because it's on the side of the road, but because the restaurant isn't too crowded, it's safe (Original) Makanannya enak2 semua ya, favorite ang sio tahu nya karena aku suka tofu 😂 minumannya standar tp ada satu yg beda jus penghilang stress (isinya seledri dan sayur2 lain lupa) enak seger sehat haha... Parkir mobil agak susah karena pinggir jalan tp karena resto ga terlalu ramai jd aman2 aja"
Rumah Makan Miraza,Feri Dianto,5.0,"(Translated by Google) Delicious, affordable prices, even though the place looks deserted, it turns out that the order is old because it turns out to be crowded in online applications.. (Original) Enak ,harga terjangkau,walau tempatnya kelihatan sepi , ternyata pesanan lama karena ternyata ramai di aplikasi online .."
Rumah Makan Miraza,binti muallifah,5.0,(Translated by Google) Order hongkong fried rice costs 30 thousand and noodle soup costs 26 thousand. the taste is endulita.. the noodle soup is sueger makes my throat long.. (Original) Pesan nasi goreng hongkong harganya 30rb dan mie kuah harganya 26rb. rasanya endulita..mie kuahnya sueger bikin tenggorokan plong ..
Rumah Makan Miraza,Muhammad Hasyimi,4.0,(Translated by Google) Taste is quite good. service time that needs to be improved (Original) Rasa cukup enak. waktu pelayanan yg perlu ditingkatkan
Rumah Makan Miraza,Evi Indah,5.0,"(Translated by Google) Halal, delicious, friendly service, the cooking is fast, can be delivered ... Top of the list .. Unfortunately I don't open a branch in the middle of Surabaya city (Original) Halal, enak, pelayanan ramah, masaknya cepet, bisa delivery.. Top bgt.. Sayang ga buka cabang d tengah kota surabaya"
Rumah Makan Miraza,Tetty Rihardini,4.0,"(Translated by Google) Eating here is quiet, but the seafood seafood is unexpectedly ... The dumplings are also good ... whorted is the price. Just ice it really is B A bit expensive, g special. Next time I want to try another meal. E but the price that typically a thousand chips pulleys so 6 rebu here 😬 (Original) Makan di sini pas sepi, gak disangka nasgor seafood nya uweenaaakk... Pangsit kuah juga enaakk.. whorted lah dg harganya. Es telernya B aja sih. Agak mahalan, g special. Next time pengen balik nyobain makan yg lain. E tapi harga krupuk puli yg biasanya seribuan jadi 6 rebu disini 😬"
Rumah Makan Miraza,Zaenal Abidin,1.0,(Translated by Google) Resto has the longest service..don't make you high blood pressure..to wait (Original) Resto paling lama pelayananya..jngan sampai anda dibuat darah tinggi..untuk mnunggu
Rumah Makan Miraza,rinci aang,5.0,"(Translated by Google) the taste is great,,,, not disappointed,,, the capcay and the fried rice are delicious (Original) rasa nya mantap,,,,tidak kecewa,,,capcay dan nasi gorengnyapun enak nampol"
Rumah Makan Miraza,Kurniawan,1.0,(Translated by Google) It doesn't taste good Far lost to Jimmy 88's fried noodles (Original) Rasanya gak enak Kalah jauh sama mie goreng jimmy 88
Rumah Makan Miraza,Abdul Matin,3.0,(Translated by Google) Trying the name sego mawut (Original) Mencoba yang namanya sego mawut
Rumah Makan Miraza,Boe Naji,5.0,"(Translated by Google) For those with Chinese food, you can try it here (Original) Buat yang Chinese food boleh ba get di coba kesini"
Rumah Makan Miraza,FaRaNay Ratri,4.0,"(Translated by Google) The food is good, although the price may be a bit expensive due to the location. But tasty and worth it. The MSG portion is enough for 2-3 people. (Original) Makanannya enak, walaupun soal harga mungkin agak mahal dikit krn lokasi ya. Tapi enak dan worth it. No MSG porsi nya cukup utk 2-3 orng."
Rumah Makan Miraza,Pri Yono,5.0,"(Translated by Google) Located on the Brigjen Katamso Waru highway, more precisely in front of the Rewwin housing estate which can be accessed from anywhere. There is a variety of menus that are served according to your taste. Come and enjoy the menu to enhance your appetite. (Original) Berletak di jalan raya Brigjen Katamso waru lebih tepatnya didepan perumahan Rewwin yang dapat di akses dari mana saja. Tersedia aneka menu masakan yang disajikan sesuai selera anda. Datang dan nikmati menu menu pengugah selera makan anda."
Rumah Makan Miraza,ryska agustan,5.0,"(Translated by Google) One of the Chinese food restaurants with affordable prices but the taste is not canned, it's delicious.. I've been a customer for a long time. (Original) Salah satu resto chinesse food dgn harga terjangkau tp rasa gak kaleng2, enak loh.. udah langganan sejak lama."
Rumah Makan Miraza,Lusi Ana,4.0,"(Translated by Google) The food is pretty good, the place is also clean, the price is also not expensive, just that's good 👍 only the parking lot is a bit difficult (Original) Masakan nya lumayan enak, tempatnya juga bersih, harganya juga gak mahal pokoknya maknyuss 👍cuma tempat parkir nya agak susah"
Rumah Makan Miraza,aditya ario,4.0,"(Translated by Google) the subject of e is halal, those who like Chinese food must try it, there are many menus. Please patiently wait if it's crowded when you eat. (Original) pokok e halal, yg suka chinese food wajib coba, bnyk menunya. harap sabar nunggu kalau pas rame yg mkn."
Rumah Makan Miraza,Setiyo Hadi,5.0,"(Translated by Google) Delicious, comfortable, cool place. After arriving at the place the order was prepared, just waiting in line for their turn. (Original) Enak, Nyaman, Sejuk tempatnya. Setelah sampai ditempat pesanannya sudah disiapkan tinggal menunggu antrian giliran."
Rumah Makan Miraza,F Entras Wahju Djatmiko,5.0,"(Translated by Google) MIRAZA Restaurant is highly recommended with EXTRAORDINARY SARA SERVICE but WITH STANDARD PRICES compared to restaurants in its class, palagi now has entered the Go Food service to complement the existing inter-service. More and more customers from out of town remember the easier way to go to MIRAZA Restaurant, from the toll road outside the city directly into the Waru - Juanda toll road, go down the toll gate directly to the left, move forward a little to find the right T-junction to the street brebek VI industry, straight to see the T-junction Brigadier Katamso (exit gate of SIER) go right 200 meters, take the right lane enter the shophouse right of the road with a park boundary. Likewise, from the Juanda Airport, enter the airport toll road - waru exit the toll gate, immediately turn left, and find the T-junction, take the right toward Jl. Brebek Industri VII continued as described above. PLEASE TRY GUARANTEED YOU WILL ALL SATISFIED WITH THE FEEL OF ALL THEIR SERVICE. (Original) Rumah Makan MIRAZA sangat recomended dengan SARA HIDANGAN YANG LUAR BIASA tetapi DENGAN HARGA STANDAR dibanding restoran restoran di kelasnya, palagi sekarang sdh masuk layanan Go Food mekengkapi layananan antar yg sudah ada. Semakin banyak pelanggan dari luar kota mengingat semakin mudahnya jalan menuju ke Rumah Makan MIRAZA, dari tol luar kota langsung masuk tol Waru - Juanda turun pintu tol berebek langsung ke kiri, maju sedikit ketemu pertigaan ke kanan ke jln brebek industri VI, lurus ketemu pertigaan jln brigjend. Katamso (gerbang keluar SIER) ke kanan 200 meter, ambil jalur kanan masuk jalan ruko kanan jalan dengan pembatas taman. Begitu juga dari Bandara juanda masuk tol bandara - waru keluar pintu tol berebek langsung belok kiri, kepetemu pertigaan ambil kanan menuju jln. Brebek Industri VII lanjut seperti keterangan di atas. SILAHKAN MENCOBA DIJAMIN ANDA SEMUA AKAN PUAS DENGAN RASA SEMUA HIDANGANYA."
Rumah Makan Miraza,Tiffanny Rachmania,4.0,"(Translated by Google) suitable for eating with family because the place is family-friendly. large portions, affordable prices. only the place is a bit difficult when from the highway, the problem is it's not next to the main road. You have to enter the small road next to the main road first (Original) cocok buat makan bersama keluarga karena tempatnya family-friendly. porsinya banyak, harga terjangkau. cuma tempatnya agak susah kalo dari jalan raya, soalnya bukan di sebelah jalan utama. harus masuk ke jalan kecil dulu yg disebelah jalan utama"
Rumah Makan Miraza,yanti “Yanti Moe” sarwono,5.0,(Translated by Google) My favorite dishes and jazzed ice tastes good hasn't changed 6 years ago I often eat here and yesterday I stopped by here the standard taste and volume and cleanliness remained stable loss guys if I didn't stop by here (Original) Masakan dan es teler favorite saya rasanya tetep enak tidak berubah 6 tahun lalu saya sering makan disini dan kemarin saya sempatkan mampir disini standart rasa dan volume serta kebersihannya tetap stabil rugi guys kalau ga mampir kesini
Rumah Makan Miraza,Yogie Michael,4.0,"(Translated by Google) The food is delicious, not only chinese food, it's local too, maybe for a less spacious place, but it's quite adequate, (Original) Makannya enak, g cuma chinese food ajh, local jg ad, mungkin utk tempat kurang luas, tp cukup memaadai kq,"
Rumah Makan Miraza,Veronika Yuliana,5.0,(Translated by Google) Delicious and halal(Original)Enak dan halal
Rumah Makan Miraza,Yunnico Bagus Satria Pradana,3.0,"(Translated by Google) The food is pretty good, just please pay attention to cleanliness. (Original) Untuk makanannya lumayan enak,cuma tolong kebersihannya di perhatikan."
Rumah Makan Miraza,Andreas Nyoto,4.0,"(Translated by Google) The name is similar to the one in Pandaan, but there is no connection. (Original) Nama nya mirip dengan yg ada di Pandaan , tapi tdk ada hubungan."
Rumah Makan Miraza,Dodi Andi,5.0,"(Translated by Google) Chienese food and Indonesian food tastes good, there are many choices in the menu, the place is quite comfortably cool, can order by phone and deliver .. good luck .. (Original) Rumah makan chienese food dan indonesian food rasanya enak banyak menu pilihan, tempatnya cukup nyaman dingin, bisa pesan lewat telepon dan diantar.. mantaps.."
Rumah Makan Miraza,Nonik Kasanah,5.0,(Translated by Google) Delicious cooking delicious delicious(Original)Masakannya enak nikmat lezat
Rumah Makan Miraza,Lenny Desiyani,5.0,"(Translated by Google) The service is fast... friendly.. the food is delicious, joss (Original) Pelayanan nya cepat...rama..makanan nya mantap enak joss"
Botanika Restaurant,Ariella Cahya,4.0,"Modern Indonesian restaurant with a relaxed, casual setting, where you can find many different styles of Indonesian food from across the archipelago. Menu is fairly extensive with options of both one-dish meal and sharing plates for communal dining. Frankly speaking, the food did little to elevate my dining experience. In other words, it’s just okay-ish, except the fried tofu which earned 10/10 from me. Staffs were friendly, though the service could be slow during busy hours."
Botanika Restaurant,Inne Hadiati,4.0,"One recommended restaurant in Surabaya for Indonesian cuisine. The restaurant is spacious and has a parking lot which is very important in Surabaya. I like the concept of the restaurant, green modern minimalist. The service is quick and good. The food can meet your expectation. I will comeback here."
Botanika Restaurant,Resiana Rawinda,5.0,"We had Mie Aceh, Putu Mayang, and Es Doger. The food was great, but the service was EXCELLENT!!! The staff were very accommodating to our requests (no coconut milk, no durian, etc.) Thank you and we’ll definitely come again next time."
Botanika Restaurant,Yani Rachma,5.0,"a well-known restaurant to enjoy indonesian cuisine. the place has an indoor tropical garden ambiance yet brings modern and minimalist concept. it’s very spacious and the cleanliness is excellent, even the toilets. nice place to have traditional meals and relax from surabaya crowds. most of meals in the menu tasted very good! here are the list of what we ordered: lidah asin cabai hijau 9/10 😍 ayam rica 9/10 (super soft texture!) 🤤 sop buntut bumbu basa 8.5/10 (quite refreshing) sate lilit ayam 9/10 ⭐️ selada mangga bakwan jagung 7/10"
Botanika Restaurant,Dapot Gultom,3.0,"The ambience invites us to chill while having delicious Indonesian traditional culinary experience. Ordered gado-gado gulung, mie aceh, nasi goreng kids meal, ayam tangkep aceh, and es buah naga. All tasted fine. A bit disappointed that we found a hair on the first roll of the gado-gado gulung but the staff responded well upon our complaint. They brought us a new set of the dish."
Botanika Restaurant,Alvin Rozaan,4.0,"Came for family dinner by making a reservation beforehand. We came around 5 PM and it's still pretty empty so we can still ask to change our table to our preferred location. Now for the details of our visit Place: located right on the side of main road so it is easy to spot and access. The inside is spacious and perfect for family or team dinner, there are indoor and outdoor space also 2nd floor even if it's not as big as the first floor. Food: Try their lidah sapi (cow tongue) and rendang, both are so tender especially for the tongue. Their rice set menu is kinda meh even though you can try variety of sides and menu. For the drink, i recommend their es campur durian. Service: now this is the downside, as when we just came and the place not too crowded they still can manage to assist swiftly. But after it get a bit crowded, we need to ask 2 different staff just for tissue as it took long time. And when we ordered extra menu including 2 plate of white rice, but it took really long which they can serve those rices first at least, but they wait for our other menu to be ready too before serve it Price: On the expensive side but it's worth with their taste and space I hope they can make improvement in their service side especially their serving time and customer assistance, as they have a good space and great food"
